Provplats;Stat Id;Län;Art;Organ;Original Id;Provdatum;;Ålder (år);Längd (cm);Vikt (g);Torrvikt %;Extrlip (fetthalt) %;PCB-28 mg/kg lw;*;PCB-52 mg/kg lw;*;PCB-101 mg/kg lw;*;PCB-118 mg/kg lw;*;PCB-138 mg/kg lw;*;PCB-153 mg/kg lw;*;PCB-180 mg/kg lw;*;Summa PCB (kapillär kolonn) mg/kg lw;*;Summa PCB (packad kolonn) mg/kg lw;*;PCB-31 mg/kg lw;*;PCB-77 mg/kg lw;*;PCB-105 mg/kg lw;*;PCB-110 mg/kg lw;*;PCB-126 mg/kg lw;*;PCB-149 mg/kg lw;*;PCB-156 mg/kg lw;*;PCB-157 mg/kg lw;*;PCB-158 mg/kg lw;*;PCB-167 mg/kg lw;*;PCB-169 mg/kg lw;*
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2009/10713;2022-10-09;;4;16;33;23.1;3.37;0.005;;0.008;;0.027;;0.019;;0.04;;0.059;;0.021;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2009/10709;2022-10-09;;4;17;27;20.4;1.74;<0.002;b;0.004;;0.031;;0.026;;0.081;;0.12;;0.053;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2009/10710;2022-10-09;;4;19;45;20.7;2.14;0.008;;0.022;;0.055;;0.039;;0.071;;0.11;;0.033;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2009/10720-10731;2022-10-09;;5;17;35;;2.9;;;;;;;0.023;;;;;;;;;;;;;;0.0002;;0.008;;;;0.0001;;;;0.004;;0.001;;;;0.002;;0;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2009/10708-10719;2022-10-09;;5;17;35;;3.3;;;;;;;0.018;;;;;;;;;;;;;;0.0002;;0.007;;;;0.0001;;;;0.003;;0.0007;;;;0.002;;0;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2009/10711;2022-10-09;;4;16;24;20.2;2.09;0.002;;0.004;;0.013;;0.013;;0.03;;0.044;;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08621;2027-10-09;;5;17;33;20.5;1.13;<0.004;b;0.003;;0.016;;0.028;;0.075;;0.13;;0.033;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08623;2027-10-09;;5;17;30;21.8;2.19;<0.003;b;0.004;;0.009;;0.014;;0.028;;0.051;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08613;2027-10-09;;4;18;35;21.4;2.48;0.004;;0.009;;0.028;;0.028;;0.045;;0.067;;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08613-08624;2027-10-09;;4;18;35;;1.3;;;;;;;0.023;;;;;;;;;;;;;;0.0003;;0.008;;;;0.0002;;;;0.004;;0.001;;;;0.002;;0.0001;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08616;2027-10-09;;4;17;32;22.4;2.21;<0.003;b;0.002;;0.011;;0.016;;0.04;;0.066;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08622;2027-10-09;;5;20;36;20.1;1.09;<0.004;b;0.011;;0.06;;0.06;;0.18;;0.29;;0.087;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08614;2027-10-09;;4;18;36;21.6;2.45;0.004;;0.008;;0.023;;0.02;;0.033;;0.049;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08625-08636;2027-10-09;;4;18;34;;2.1;;;;;;;0.02;;;;;;;;;;;;;;0.0004;;0.007;;;;0.0002;;;;0.004;;0.0008;;;;0.002;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08615;2027-10-09;;4;19;36;21.2;1.34;0.004;;0.007;;0.038;;0.033;;0.061;;0.1;;0.023;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08617;2027-10-09;;4;18;38;21.4;1.93;<0.004;b;0.002;;0.007;;0.013;;0.029;;0.051;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08624;2027-10-09;;5;18;36;20.2;1.18;<0.003;b;0.006;;0.03;;0.036;;0.086;;0.13;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08619;2027-10-09;;4;18;38;19.7;0.85;<0.005;b;0.012;;0.056;;0.058;;0.15;;0.24;;0.039;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08618;2027-10-09;;4;18;33;19.4;1.13;0.005;;0.011;;0.042;;0.04;;0.063;;0.097;;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2009/08620;2027-10-09;;5;19;37;21.4;2.13;<0.003;b;0.007;;0.029;;0.028;;0.057;;0.097;;0.024;;;;;;;;;;;;;;;;;;;;;;;;;;;
Västra Hanöbukten;22015;Skåne län;Sill/strömming;Muskel;C2009/10987-10998;2029-10-09;;5;18;59;24.9;3.88;0.006;;0.018;;0.046;;0.036;;0.072;;0.1;;0.023;;;;;;;;0.0005;;0.01;;;;0.0003;;;;0.004;;0.001;;;;0.003;;0.0001;
Västra Hanöbukten;22015;Skåne län;Sill/strömming;Muskel;C2009/10999-11010;2029-10-09;;6;21;56;22.8;3.34;0.006;;0.018;;0.057;;0.047;;0.093;;0.13;;0.029;;;;;;;;0.0005;;0.012;;;;0.0003;;;;0.005;;0.0012;;;;0.003;;0.0001;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07396;2012-11-09;;6;18;37;23.1;3.46;0.004;;0.01;;0.025;;0.023;;0.038;;0.052;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07399-07410;2012-11-09;;5;17;30;;3.3;;;;;;;0.014;;;;;;;;;;;;;;0.0003;;0.006;;;;0.0001;;;;0.002;;0.0005;;;;0.001;;0;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07390;2012-11-09;;5;17;25;18.8;0.97;<0.004;b;0.006;;0.03;;0.035;;0.079;;0.12;;0.033;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07395;2012-11-09;;5;18;38;23.8;3.9;0.005;;0.012;;0.024;;0.022;;0.033;;0.045;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07388;2012-11-09;;4;15;21;21.4;2.87;<0.005;b;0.009;;0.02;;0.017;;0.031;;0.043;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07411-07422;2012-11-09;;6;18;34;;3.6;;;;;;;0.024;;;;;;;;;;;;;;0.0004;;0.009;;;;0.0002;;;;0.003;;0.0008;;;;0.002;;0;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07389;2012-11-09;;4;17;31;23.8;3.36;<0.004;b;0.007;;0.013;;0.012;;0.019;;0.026;;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07387;2012-11-09;;4;17;34;22.9;3.45;0.004;;0.01;;0.023;;0.02;;0.032;;0.047;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07392;2012-11-09;;5;18;38;23.6;2.86;<0.004;b;0.009;;0.023;;0.02;;0.036;;0.052;;0.013;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07397;2012-11-09;;6;18;37;23.2;2.8;<0.004;b;0.008;;0.022;;0.017;;0.036;;0.051;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07391;2012-11-09;;5;18;36;23.7;3.78;0.004;;0.009;;0.019;;0.015;;0.025;;0.036;;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07393;2012-11-09;;5;19;38;22.1;2.43;0.003;;0.008;;0.023;;0.02;;0.033;;0.046;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07398;2012-11-09;;6;18;34;22.1;3.51;0.005;;0.012;;0.031;;0.027;;0.047;;0.066;;0.015;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2009/07394;2012-11-09;;5;19;42;22.8;3.5;0.004;;0.011;;0.021;;0.017;;0.028;;0.035;;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abbekås;22012;Skåne län;Sill/strömming;Muskel;C2009/09124-09135;1930-11-09;;4;23;96;30;9.93;<0.005;b;0.005;;0.016;;0.013;;0.028;;0.041;;0.006;;;;;;;;0.0002;;0.003;;;;0.0001;;;;0.001;;0.0003;;;;0.001;;0;
Abbekås;22012;Skåne län;Sill/strömming;Muskel;C2009/09136-09147;1930-11-09;;4;24;105;28.4;6.81;<0.004;b;0.008;;0.018;;0.013;;0.03;;0.043;;0.007;;;;;;;;0.0002;;0.004;;;;0.0001;;;;0.001;;0.0003;;;;0.001;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12360;2011-01-10;;4;19;40;21.3;1.31;0.004;;0.008;;0.036;;0.031;;0.072;;0.11;;0.028;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12358;2011-01-10;;3;20;54;22.2;1.88;0.006;;0.012;;0.06;;0.043;;0.097;;0.17;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12363;2011-01-10;;4;18;36;22.4;2.42;0.004;;0.007;;0.029;;0.026;;0.045;;0.065;;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12362;2011-01-10;;4;19;41;21.5;2.66;0.007;;0.014;;0.062;;0.039;;0.085;;0.16;;0.022;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12356;2011-01-10;;3;18;32;18.6;0.99;0.005;;0.013;;0.052;;0.061;;0.1;;0.15;;0.041;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12359;2011-01-10;;3;20;41;22.3;2.66;0.004;;0.006;;0.025;;0.019;;0.038;;0.064;;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12355;2011-01-10;;3;18;33;20.1;1.11;0.004;;0.008;;0.034;;0.028;;0.064;;0.11;;0.025;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12365;2011-01-10;;4;18;30;19.8;1.12;0.003;;0.007;;0.028;;0.027;;0.075;;0.12;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12366-12377;2011-01-10;;;19;38;;1.9;;;;;;;0.034;;;;;;;;;;;;;;0.0005;;0.011;;;;0.0003;;;;0.005;;0.0011;;;;0.003;;0.0001;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12354;2011-01-10;;3;19;39;20.6;1.65;0.005;;0.011;;0.052;;0.033;;0.078;;0.13;;0.024;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12357;2011-01-10;;3;20;52;22.3;2.5;0.004;;0.006;;0.028;;0.024;;0.049;;0.081;;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12364;2011-01-10;;4;18;36;20.5;1.95;0.003;;0.007;;0.029;;0.026;;0.045;;0.068;;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12361;2011-01-10;;4;16;31;19.8;1.42;0.004;;0.01;;0.035;;0.031;;0.064;;0.099;;0.024;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/12354-12365;2011-01-10;;4;19;39;;2.2;;;;;;;0.028;;;;;;;;;;;;;;0.0004;;0.009;;;;0.0003;;;;0.004;;0.001;;;;0.003;;0.0001;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/00873-00884;2024-05-10;;4;19;40;19.1;0.9;<0.004;b;0.012;;0.065;;0.065;;0.15;;0.24;;0.066;;;;;;;;0.0007;;0.015;;;;0.0005;;;;0.009;;0.002;;;;0.005;;0.0002;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2010/00861-00872;2024-05-10;;4;19;40;19;0.9;<0.005;b;0.012;;0.049;;0.051;;0.11;;0.19;;0.047;;;;;;;;0.0004;;0.014;;;;0.0004;;;;0.007;;0.0017;;;;0.004;;0.0001;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/00673-00684;2011-06-10;;6;17;36;19.2;3.14;;;;;;;0.044;;;;;;;;;;;;;;0.0004;;0.015;;;;0.0003;;;;0.008;;0.0017;;;;0.004;;0.0001;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/00661-00672;2011-06-10;;6;17;21;18.7;3.3;<0.004;b;0.015;;0.047;;0.051;;0.1;;0.15;;0.054;;;;;;;;0.0004;;0.014;;;;0.0003;;;;0.007;;0.0015;;;;0.003;;0.0001;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/00672-00684;2011-06-10;;6;17;35;;3.14;<0.005;b;0.021;;0.064;;0.067;;0.15;;0.2;;0.072;;;;;;;;;;;;;;;;;;;;;;;;;;;
Långvindsfjärden;22017;Gävleborgs län;Sill/strömming;Muskel;C2010/03767-03778;2010-08-10;;4;17;31;21.4;2.5;<0.005;b;0.007;;0.017;;0.017;;0.036;;0.054;;0.018;;;;;;;;0.0004;;0.009;;;;0.0002;;;;0.005;;0.0012;;;;0.002;;0;
Långvindsfjärden;22017;Gävleborgs län;Sill/strömming;Muskel;C2010/03779-03790;2010-08-10;;5;16;27;20.5;4;<0.004;b;0.009;;0.03;;0.026;;0.058;;0.085;;0.028;;;;;;;;0.0002;;0.006;;;;0.0001;;;;0.004;;0.0008;;;;0.002;;0;
Lagnö;22018;Stockholms län;Sill/strömming;Muskel;C2010/03904-03915;2025-08-10;;4;17;27;21;3.3;<0.005;b;0.008;;0.034;;0.032;;0.07;;0.11;;0.032;;;;;;;;0.0002;;0.006;;;;0.0001;;;;0.003;;0.0007;;;;0.001;;0;
Lagnö;22018;Stockholms län;Sill/strömming;Muskel;C2010/03892-03903;2025-08-10;;4;17;28;21.3;2.7;<0.004;b;0.016;;0.057;;0.048;;0.091;;0.14;;0.044;;;;;;;;0.0002;;0.005;;;;0.0001;;;;0.002;;0.0005;;;;0.001;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05547;2006-09-10;;2;20;55;26;3.53;0.001;;0.003;;0.008;;0.008;;0.014;;0.021;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05552;2006-09-10;;2;20;58;25.4;4.51;<0.002;b;0.004;;0.009;;0.009;;0.017;;0.027;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05551;2006-09-10;;2;20;52;25.9;4.27;0.002;;0.005;;0.012;;0.01;;0.015;;0.026;;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05545;2006-09-10;;2;20;56;27.8;4.94;<0.001;b;0.003;;0.008;;0.007;;0.014;;0.021;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05544;2006-09-10;;2;20;51;24.8;3.02;0.002;;0.005;;0.012;;0.011;;0.021;;0.034;;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05553;2006-09-10;;2;20;55;28.7;4.72;<0.002;b;0.004;;0.01;;0.009;;0.017;;0.028;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05548;2006-09-10;;2;20;53;24.4;2.83;<0.001;b;0.003;;0.007;;0.007;;0.011;;0.017;;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05556-05567;2006-09-10;;2;20;55;;4.6;;;;;;;0.008;;;;;;;;;;;;;;0.0001;;0.003;;;;0;;;;0.002;;0.0004;;;;0.001;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05544-05555;2006-09-10;;2;20;54;;5.2;;;;;;;0.006;;;;;;;;;;;;;;0.0002;;0.002;;;;0;;;;0.001;;0.0002;;;;0;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05549;2006-09-10;;2;20;57;27;3.91;<0.002;b;0.003;;0.005;;0.004;;0.007;;0.011;;<0.002;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2010/05550;2006-09-10;;2;20;51;25.6;4.24;<0.002;b;0.003;;0.006;;0.006;;0.009;;0.015;;<0.002;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Holmöarna;6719;Västerbottens län;Sill/strömming;Muskel;C2010/04589-04600;2013-09-10;;4;17;32;20.6;3.3;<0.004;b;0.004;;0.015;;0.015;;0.034;;0.047;;0.015;;;;;;;;0.0002;;0.005;;;;0.0001;;;;0.002;;0.0005;;;;0.001;;0;
Holmöarna;6719;Västerbottens län;Sill/strömming;Muskel;C2010/04577-04588;2013-09-10;;4;17;32;20.6;2.3;<0.005;b;0.005;;0.016;;0.015;;0.036;;0.048;;0.015;;;;;;;;0.0002;;0.005;;;;0.0001;;;;0.002;;0.0005;;;;0.001;;0;
Rånefjärden;22019;Norrbottens län;Sill/strömming;Muskel;C2010/11355-11366;2017-09-10;;4;16;24;18.7;1.7;<0.005;b;<0.005;b;0.022;;0.023;;0.051;;0.075;;0.025;;;;;;;;0.0001;;0.006;;;;0.0001;;;;0.003;;0.0007;;;;0.002;;0;
Rånefjärden;22019;Norrbottens län;Sill/strömming;Muskel;C2010/11343-11354;2017-09-10;;4;15;26;22.2;2;<0.004;b;0.005;;0.017;;0.016;;0.037;;0.052;;0.016;;;;;;;;0.0001;;0.005;;;;0.0001;;;;0.003;;0.0005;;;;0.001;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02720;2020-09-10;;4;17;32;18.8;2.05;<0.003;b;0.006;;0.023;;0.021;;0.048;;0.065;;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02729;2020-09-10;;4;16;23;20.2;1.92;<0.004;b;0.005;;0.023;;0.025;;0.053;;0.079;;0.025;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02743-02754;2020-09-10;;;17;27;;2.3;;;;;;;0.01;;;;;;;;;;;;;;0.0002;;0.003;;;;0.0002;;;;0.002;;0.0004;;;;0.001;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02726;2020-09-10;;4;17;27;20.5;1.94;<0.004;b;0.007;;0.027;;0.028;;0.06;;0.084;;0.026;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02721;2020-09-10;;4;16;25;21.8;2.01;<0.004;b;0.004;;0.012;;0.01;;0.022;;0.035;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02731-02742;2020-09-10;;;16;25;;3.1;;;;;;;0.009;;;;;;;;;;;;;;0.0002;;0.003;;;;0.0002;;;;0.002;;0.0003;;;;0.001;;0.0001;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02725;2020-09-10;;4;17;29;21.7;2.24;<0.003;b;0.004;;0.013;;0.013;;0.027;;0.039;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02728;2020-09-10;;4;16;23;22.2;2.99;<0.004;b;0.004;;0.016;;0.015;;0.032;;0.048;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02727;2020-09-10;;4;17;26;20.9;1.75;<0.004;b;0.005;;0.017;;0.017;;0.035;;0.053;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02719;2020-09-10;;4;16;25;21.5;1.84;<0.004;b;<0.004;b;0.011;;0.01;;0.021;;0.033;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02724;2020-09-10;;4;16;22;22.4;2.96;<0.002;b;0.004;;0.014;;0.013;;0.028;;0.039;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02730;2020-09-10;;4;16;27;23;3.47;<0.003;b;0.005;;0.016;;0.014;;0.027;;0.038;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02723;2020-09-10;;4;16;23;19.9;1.57;<0.003;b;0.003;;0.012;;0.012;;0.028;;0.041;;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2010/02722;2020-09-10;;4;16;24;20.9;2.28;<0.003;b;0.006;;0.02;;0.019;;0.04;;0.057;;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05784;2020-09-10;;2;22;80;28.2;4.91;<0.001;b;0.003;;0.005;;0.005;;0.007;;0.013;;<0.001;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05786;2020-09-10;;2;;99;29.8;7.54;<0.002;b;0.004;;0.003;;0.003;;0.004;;0.007;;<0.002;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05780-05791;2020-09-10;;2;20;79;;9.3;;;;;;;0.003;;;;;;;;;;;;;;0.0001;;0.001;;;;0;;;;0;;0.0001;;;;0;;0;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05789;2020-09-10;;2;21;70;24.9;3.46;<0.002;b;0.006;;0.005;;0.005;;0.008;;0.012;;<0.002;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05783;2020-09-10;;2;22;72;25.4;4.09;<0.002;b;0.003;;0.005;;0.005;;0.008;;0.013;;<0.002;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05792-05803;2020-09-10;;2;22;83;;8.2;;;;;;;0.003;;;;;;;;;;;;;;0.0001;;0.001;;;;0;;;;0;;0.0001;;;;0;;0;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05785;2020-09-10;;2;22;74;26.2;4.75;<0.002;b;0.003;;0.005;;0.004;;0.007;;0.012;;<0.002;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05791;2020-09-10;;3;22;86;29;6.43;<0.001;b;0.004;;0.004;;0.004;;0.005;;0.009;;<0.001;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05787;2020-09-10;;2;21;79;28.2;8.31;<0.001;b;0.004;;0.003;;0.003;;0.003;;0.006;;<0.001;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05790;2020-09-10;;3;22;85;29.6;5.23;<0.001;b;0.003;;0.004;;0.003;;0.005;;0.008;;<0.001;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05781;2020-09-10;;2;21;69;29;6.13;<0.001;b;0.002;;0.004;;0.003;;0.006;;0.009;;<0.001;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05780;2020-09-10;;2;21;74;30.4;6.13;<0.001;b;0.002;;0.004;;0.004;;0.006;;0.009;;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05782;2020-09-10;;2;21;74;29.8;6.22;<0.001;b;0.002;;0.003;;0.003;;0.004;;0.007;;<0.001;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Väderöarna;3739;Västra Götalands län;Sill/strömming;Muskel;C2010/05788;2020-09-10;;2;22;83;28.5;8.75;<0.001;b;0.004;;0.003;;0.004;;0.004;;0.008;;<0.001;b;;;;;;;;;;;;;;;;;;;;;;;;;;
Bothnian Sea, Off shore;25632;;Sill/strömming;Muskel;C2010/08953-08964;2029-09-10;;6;18;36;22.2;3.4;0.004;;0.011;;0.044;;0.05;;0.1;;0.16;;0.05;;;;;;;;0.0002;;0.014;;;;0.0002;;;;0.007;;0.0015;;;;0.003;;0.0001;
Bothnian Sea, Off shore;25632;;Sill/strömming;Muskel;C2010/08965-08976;2029-09-10;;9;19;37;22.3;2.6;0.005;;0.012;;0.048;;0.058;;0.12;;0.17;;0.054;;;;;;;;0.0005;;0.023;;;;0.0004;;;;0.011;;0.0025;;;;0.005;;0.0002;
Kullen;22016;Skåne län;Sill/strömming;Muskel;C2010/08066-08077;2029-09-10;;4;27;133;29.6;10.7;<0.002;b;0.004;;0.007;;0.006;;0.01;;0.018;;0.002;;;;;;;;0.0001;;0.001;;;;0;;;;0;;0.0001;;;;0;;0;
