latin_name;assessment_unit;helcom_category;iucn_criteria;taxa_group
Pterosiphonia parasitica;Species;LC;;macrophytes
Alcyonidium parasiticum;Species;LC;;invert
Stercorarius parasiticus;Breeding;LC;;breeding birds
Nais pardalis;Species;NE;;invert
Glyptotendipes paripes;Species;NE;;invert
Lacuna parva;Species;LC;;invert
Rissoa parva;Species;LC;;invert
Eleocharis parvula;Species;LC;;macrophytes
Acrochaetium parvulum;Species;NE;;macrophytes
Dasyatis pastinaca;Species;NA;;fish
Pododesmus patelliformis;Species;LC;;invert
Plagioecia patina;Species;LC;;invert
Porella patula;Species;LC;;invert
Aonides paucibranchiata;Species;NE;;invert
Pseudopolydora paucibranchiata;Species;LC;;invert
Victorella pavida;Species;NE;;invert
Cystobranchus pawlowskii;Species;NA;;invert
Sabella pavonina;Species;NT;B1ab(iii);invert
Harpinia pectinata;Species;NE;;invert
Pristis pectinata;Species;NA;;fish
Colaconema pectinatum;Species;LC;;macrophytes
Potamogeton pectinatus;Species;LC;;macrophytes
Leucorrhinia pectoralis;Species;LC;;invert
Microtendipes pedellus;Species;NE;;invert
Triticella pedicellata;Species;LC;;invert
Sporochnus pedunculatus;Species;LC;;macrophytes
Bathyporeia pelagica;Species;LC;;invert
Idotea pelagica;Species;NE;;invert
Nereis pelagica;Species;LC;;invert
Parajassa pelagica;Species;NE;;invert
Katsuwonus pelamis;Species;NA;;fish
Coregonus peled;Species;NA;;fish
Cruoria pellita;Species;LC;;macrophytes
Heptatoma pellucens;Species;NE;;invert
Ansates pellucida;Species;LC;;invert
Chrysallida pellucida;Species;LC;;invert
Glyphotaelius pellucidus;Species;LC;;invert
Phaxas pellucidus;Species;LC;;invert
Ranunculus peltatus;Species;LC;;macrophytes
Anas penelope;Wintering;LC;;wintering birds
Tubulipora penicillata;Species;LC;;invert
Urospora penicilliformis;Species;LC;;macrophytes
Echinocardium pennatifidum;Species;NE;;invert
Platycnemis pennipes;Species;LC;;invert
Nephtys pente;Species;LC;;invert
Percursaria percursa;Species;LC;;macrophytes
Colpomenia peregrina;Species;NA;;macrophytes
Ondina perezi;Species;LC;;invert
Potamogeton perfoliatus;Species;LC;;macrophytes
Epicladia perforans;Species;NE;;macrophytes
Henricia perforata;Species;LC;;invert
Nuculana pernula;Species;LC;;invert
Nicomache personata;Species;NE;;invert
Bothromesostoma personatum;Species;NE;;invert
Pisidium personatum;Species;NE;;invert
Lamellaria perspicua;Species;LC;;invert
Monophorus perversus;Species;NE;;invert
Pseudamussium peslutrae;Species;LC;;invert
Aporrhais pespelecani;Species;LC;;invert
Antedon petasus;Species;LC;;invert
Anoplodactylus petiolatus;Species;NE;;invert
Anthus petrosus;Breeding;LC;;breeding birds
Anthus petrosus;Wintering;LC;;wintering birds
Lype phaeopa;Species;LC;;invert
Inachus phalangium;Species;DD;;invert
Psolus phantapus;Species;LC;;invert
Thracia phaseolina;Species;LC;;invert
Pseudoprotella phasma;Species;NE;;invert
Ablabesmyia phatta;Species;LC;;invert
Sphaerodoropsis philippi;Species;NE;;invert
Vitreolina philippi;Species;LC;;invert
Epicladia phillipsii;Species;NE;;macrophytes
Phocoena phocoena;Baltic Sea Sub-population;CR;C1,2a(ii);mammals
Phocoena phocoena;Western Baltic Sea subpopulation;VU;A2a;mammals
Petricolaria pholadiformis;Species;NA;;invert
Pennatula phosphorea;Species;LC;;invert
Phoxinus phoxinus;Species;LC;;fish
Hippasteria phrygiana;Species;VU;B1ab(iii);invert
Arrhis phyllonyx;Species;LC;;invert
Holocentropus picicornis;Species;LC;;invert
Unio pictorum;Species;NE;;invert
Pomatoschistus pictus;Species;DD;;fish
Aulodrilus pigueti;Species;NE;;invert
Sardina pilchardus;Species;NA;;fish
Bolbocoleon piliferum;Species;NE;;macrophytes
Hydrobaenus pilipes;Species;LC;;invert
Xantho pilipes;Species;LC;;invert
Acanthodoris pilosa;Species;LC;;invert
Bathyporeia pilosa;Species;LC;;invert
Electra pilosa;Species;LC;;invert
Goera pilosa;Species;LC;;invert
Cricotopus pilosellus;Species;LC;;invert
Leptocheirus pilosus;Species;LC;;invert
Kirchenpaueria pinnata;Species;LC;;invert
Nereis pinnata;Species;NE;;invert
Osmundea pinnatifida;Species;NE;;macrophytes
Parvicardium pinnulatum;Species;LC;;invert
Lophius piscatorius;Species;NA;;fish
Valvata piscinalis;Species;LC;;invert
Pinnotheres pisum;Species;LC;;invert
Scrobicularia plana;Species;VU;A2c;invert
Unciola planipes;Species;NE;;invert
Planorbis planorbis;Species;LC;;invert
Skeneopsis planorbis;Species;DD;;invert
Punctaria plantaginea;Species;LC;;macrophytes
Alisma plantago-aquatica;Species;LC;;macrophytes
Platorchestia platensis;Species;NE;;invert
Pleuronectes platessa;Species;LC;;fish
Hippoglossoides platessoides;Species;LC;;fish
Anas platyrhynchos;Breeding;LC;;breeding birds
Anas platyrhynchos;Wintering;LC;;wintering birds
Tritonia plebeia;Species;LC;;invert
Ahnfeltia plicata;Species;LC;;macrophytes
Sphacelaria plumigera;Species;NE;;macrophytes
Bugula plumosa;Species;NE;;invert
Pherusa plumosa;Species;LC;;invert
Tubulipora plumosa;Species;LC;;invert
Bryopsis plumosa;Species;LC;;macrophytes
Heterosiphonia plumosa;Species;LC;;macrophytes
Plumaria plumosa;Species;LC;;macrophytes
Sphacelaria plumosa;Species;NE;;macrophytes
Chironomus plumosus;Species;LC;;invert
Polycirrus plumosus;Species;LC;;invert
Pterothamnion plumula;Species;LC;;macrophytes
Sphacelaria plumula;Species;LC;;macrophytes
Cottus poecilopus;Species;NA;;fish
Piscicola pojmanskae;Species;NA;;invert
Melanella polita;Species;NE;;invert
Limnephilus politus;Species;LC;;invert
Pollachius pollachius;Species;NA;;fish
Chara polyacantha;Species;NE;;macrophytes
Dugesia polychroa;Species;NE;;invert
Dreissena polymorpha;Species;NA;;invert
Tubulanus polymorphus;Species;LC;;invert
Alcyonidium polyoum;Species;LC;;invert
Gomontia polyrhiza;Species;NE;;macrophytes
Rosenvingiella polyrhiza;Species;LC;;macrophytes
Spirodela polyrhiza;Species;LC;;macrophytes
Mikrosyphar polysiphoniae;Species;LC;;macrophytes
Piscicola pomorskii;Species;NE;;invert
Pisidium ponderosum;Species;LC;;invert
Mikrosyphar porphyrae;Species;LC;;macrophytes
Dyopedos porrectus;Species;NE;;invert
Urothoe poseidonis;Species;LC;;invert
Grania postclitellochaeta;Species;NE;;invert
Micromesistius poutassou;Species;NA;;fish
Bela powisiana;Species;NE;;invert
Micropsectra praecox;Species;NE;;invert
Potamogeton praelongus;Species;LC;;macrophytes
Cochlodesma praetenue;Species;LC;;invert
Praxillella praetermissa;Species;NE;;invert
Callicorixa praeusta;Species;NE;;invert
Pseudochironomus prasinatus;Species;LC;;invert
Brachytron pratense;Species;LC;;invert
Anthus pratensis;Breeding;LC;;breeding birds
Atherina presbyter;Species;NA;;fish
Acaulis primarius;Species;LC;;invert
Abra prismatica;Species;VU;B1ab(iii)+2ab(iii);invert
Proceraea prismatica;Species;NE;;invert
Artacama proboscidea;Species;LC;;invert
Thysanocardia procera;Species;NE;;invert
Crisiella producta;Species;LC;;invert
Limnodrilus profundicola;Species;LC;;invert
Gonactinia prolifera;Species;LC;;invert
Myrianida prolifera;Species;LC;;invert
Ulva prolifera;Species;LC;;macrophytes
Aplidium proliferum;Species;NA;;invert
Atlantopandalus propinqvus;Species;LC;;invert
Thalassodrilus prostatus;Species;LC;;invert
Stigeoclonium protensum;Species;NE;;macrophytes
Adalaria proxima;Species;LC;;invert
Stictochironomus psammophilus;Species;NE;;invert
Doris pseudoargus;Species;LC;;invert
Nais pseudobtusa;Species;NE;;invert
Thienemannimyia pseudocarnea;Species;LC;;invert
Phyllophora pseudoceranoides;Species;LC;;macrophytes
Tubificoides pseudogaster;Species;NA;;invert
Lineus pseudoruber;Species;LC;;invert
Pisidium pseudosphaerium;Species;NE;;invert
Psectrocladius psilopterus;Species;LC;;invert
Necora puber;Species;NA;;invert
Pagurus pubescens;Species;LC;;invert
Thracia pubescens;Species;NE;;invert
Macroplea pubipennis;Species;DD;;invert
Coenagrion puella;Species;LC;;invert
Philomachus pugnax;Breeding;VU;A2abcd;breeding birds
Euspira pulchella;Species;LC;;invert
Polinices pulchella;Species;LC;;invert
Coenagrion pulchellum;Species;LC;;invert
Pisidium pulchellum;Species;LC;;invert
Aglaophamus pulcher;Species;LC;;invert
Eurydice pulchra;Species;NT;;invert
Nipponnemertes pulchra;Species;LC;;invert
Pseudopolydora pulchra;Species;LC;;invert
Hydroptila pulchricornis;Species;LC;;invert
Gammarus pulex;Species;NE;;invert
Polypedilum pullum;Species;LC;;invert
Synoicum pulmonaria;Species;NE;;invert
Dicrotendipes pulsus;Species;LC;;invert
Dynamena pumila;Species;LC;;invert
Opercularella pumila;Species;NE;;invert
Aplysia punctata;Species;LC;;invert
Bdellocephala punctata;Species;NE;;invert
Cribrilina punctata;Species;LC;;invert
Hyalinella punctata;Species;LC;;invert
Nereimyra punctata;Species;LC;;invert
Nemotaulius punctatolineatus;Species;NE;;invert
Nitophyllum punctatum;Species;NE;;macrophytes
Ericthonius punctatus;Species;LC;;invert
Zeugopterus punctatus;Species;DD;;fish
Eumida punctifera;Species;LC;;invert
Pelopia punctipennis;Species;LC;;invert
Scaphander punctostriatus;Species;NE;;invert
Pungitius pungitius;Species;LC;;fish
Bugula purporotincta;Species;LC;;invert
Porphyra purpurea;Species;LC;;macrophytes
Cystoclonium purpureum;Species;LC;;macrophytes
Phymatolithon purpureum;Species;LC;;macrophytes
Porphyridium purpureum;Species;NE;;macrophytes
Rhodochorton purpureum;Species;LC;;macrophytes
Spatangus purpureus;Species;LC;;invert
Colpodaspis pusilla;Species;LC;;invert
Eteone pusilla;Species;NE;;invert
Jassa pusilla;Species;LC;;invert
Metopa pusilla;Species;LC;;invert
Petta pusilla;Species;NE;;invert
Psychomyia pusilla;Species;LC;;invert
Scagelothamnion pusillum;Species;NE;;macrophytes
Echinocyamus pusillus;Species;LC;;invert
Hebrus pusillus;Species;LC;;invert
Liocarcinus pusillus;Species;LC;;invert
Ochthebius pusillus;Species;LC;;invert
Peipsidrilus pusillus;Species;NE;;invert
Potamogeton pusillus;Species;LC;;macrophytes
Eualus pusiolus;Species;LC;;invert
Lithophyllum pustulatum;Species;LC;;macrophytes
Titanoderma pustulatum;Species;NE;;macrophytes
Phaeostroma pustulosum;Species;LC;;macrophytes
Tellina pygmaea;Species;NE;;invert
Cladophora pygmaea;Species;NE;;macrophytes
Nassarius pygmaeus;Species;LC;;invert
Scagelia pylaisaei;Species;NE;;macrophytes
Melanella pyramidalis;Species;LC;;invert
Funiculina quadrangularis;Species;NE;;invert
Thecocodium quadratum;Species;NE;;invert
Triglopsis quadricornis;Species;LC;;fish
Polycera quadrilineata;Species;LC;;invert
Dipolydora quadrilobata;Species;LC;;invert
Libellula quadrimaculata;Species;LC;;invert
Pallasea quadrispinosa;Species;LC;;invert
Ostreobium quekettii;Species;LC;;macrophytes
Myrianida quindecimdentata;Species;NE;;invert
Paratanytarsus quintuplex;Species;NE;;invert
Amblyraja radiata;Species;LC;;fish
Fucus radicans;Species;LC;;macrophytes
Rosenvingiella radicans;Species;NE;;macrophytes
Sphacelaria radicans;Species;NE;;macrophytes
Liza ramada;Species;NA;;fish
Eudendrium rameum;Species;NE;;invert
Nemertesia ramosa;Species;NE;;invert
Raniceps raninus;Species;LC;;fish
Pseudothyone raphanus;Species;NE;;invert
Diastylis rathkei;Species;LC;;invert
Ophelia rathkei;Species;LC;;invert
Calliopius rathkii;Species;LC;;invert
Cryptochironomus redekei;Species;LC;;invert
Boccardia redeki;Species;NA;;invert
Acrochaetium reductum;Species;NE;;macrophytes
Chironomus reductus;Species;NE;;invert
Erythrotrichia reflexa;Species;LC;;macrophytes
Argyrosomus regius;Species;NA;;fish
Botrytella reinboldii;Species;DD;;macrophytes
Photis reinhardi;Species;NE;;invert
Syncoryne reinkei;Species;NE;;macrophytes
Mysis relicta;Species;LC;;invert
Remora remora;Species;NA;;fish
Pisione remota;Species;LC;;invert
Potamilla reniformis;Species;LC;;invert
Pseudopotamilla reniformis;Species;NE;;invert
Farrella repens;Species;LC;;invert
Plumatella repens;Species;LC;;invert
Acrochaete repens;Species;NE;;macrophytes
Aphanochaete repens;Species;NE;;macrophytes
Spermothamnion repens;Species;LC;;macrophytes
Scrupocellaria reptans;Species;LC;;invert
Ranunculus reptans;Species;LC;;macrophytes
Oenopota reticulata;Species;NE;;invert
Smittoidea reticulata;Species;LC;;invert
Sphacelaria reticulata;Species;NE;;macrophytes
Bittium reticulatum;Species;LC;;invert
Nassarius reticulatus;Species;LC;;invert
Conopeum reticulum;Species;LC;;invert
Ylodes reuteri;Species;LC;;invert
Acrochaetium rhipidandrum;Species;NE;;macrophytes
Blastophysa rhizopus;Species;LC;;macrophytes
Baetis rhodani;Species;LC;;invert
Limnephilus rhombicus;Species;LC;;invert
Scophthalmus rhombus;Species;LC;;fish
Orthocladius rhyacobius;Species;LC;;invert
Larus ridibundus;Breeding;LC;;breeding birds
Larus ridibundus;Wintering;LC;;wintering birds
Sphacelaria rigidula;Species;NE;;macrophytes
Pilinia rimosa;Species;LC;;macrophytes
Ephydra riparia;Species;LC;;invert
Riparia riparia;Breeding;LC;;breeding birds
Rhynchostegium riparioides;Species;LC;;macrophytes
Leptodictyum riparium;Species;LC;;macrophytes
Rhizoclonium riparium;Species;LC;;macrophytes
Gyraulus riparius;Species;LC;;invert
Arctozenus risso;Species;NA;;fish
Sphaerium rivicola;Species;LC;;invert
Myriactula rivulariae;Species;NE;;macrophytes
Hildenbrandia rivularis;Species;LC;;macrophytes
Caenis robusta;Species;NE;;invert
Ophiura robusta;Species;LC;;invert
Pontogammarus robustoides;Species;NA;;invert
Auxis rochei;Species;NA;;fish
Gammarus roeselii;Species;NE;;invert
Cryptochironomus rolli;Species;NE;;invert
Alkmaria romijni;Species;LC;;invert
Ragionula rosacea;Species;LC;;invert
Gyptis rosea;Species;NE;;invert
Phyllodoce rosea;Species;LC;;invert
Polystemma rosea;Species;LC;;invert
Pristinella rosea;Species;NE;;invert
Stichastrella rosea;Species;LC;;invert
Swiftia rosea;Species;LC;;invert
Stictochironomus rosenschoeldi;Species;LC;;invert
Pseudolithoderma rosenvingei;Species;LC;;macrophytes
Sarcodictyon roseum;Species;LC;;invert
Aglaothamnion roseum;Species;LC;;macrophytes
Hemilamprops roseus;Species;NE;;invert
Trichobranchus roseus;Species;LC;;invert
Syngnathus rostellatus;Species;LC;;fish
Diastylis rostrata;Species;LC;;invert
Macropodia rostrata;Species;LC;;invert
Acrochaetium rosulatum;Species;NE;;macrophytes
Atelecyclus rotundatus;Species;VU;D2;invert
Polyides rotundus;Species;LC;;macrophytes
Glycera rouxi;Species;NE;;invert
Asterias rubens;Species;LC;;invert
Phycodrys rubens;Species;LC;;macrophytes
Lineus ruber;Species;LC;;invert
Campylaspis rubicunda;Species;NE;;invert
Pleurogonium rubicundum;Species;DD;;invert
Tonicella rubra;Species;LC;;invert
Hildenbrandia rubra;Species;LC;;macrophytes
Ampithoe rubricata;Species;LC;;invert
Euchone rubrocincta;Species;LC;;invert
Monopylephorus rubroniveus;Species;LC;;invert
Stenula rubrovittata;Species;NE;;invert
Turbonilla rufescens;Species;NE;;invert
Tachybaptus ruficollis;Wintering;NA;;wintering birds
Demeijerea rufipes;Species;LC;;invert
Limnoporus rufoscutellatus;Species;NE;;invert
Lekanesphaera rugicauda;Species;DD;;invert
Axinella rugosa;Species;NE;;invert
Diastylis rugosa;Species;NE;;invert
Sertularella rugosa;Species;NE;;invert
Coryphaenoides rupestris;Species;NA;;fish
Ctenolabrus rupestris;Species;LC;;fish
Cladophora rupestris;Species;LC;;macrophytes
Apoglossum ruscifolium;Species;LC;;macrophytes
Styela rustica;Species;LC;;invert
Acipenser ruthenus;Species;NA;;fish
Rutilus rutilus;Species;LC;;fish
Eugomontia sacculata;Species;NE;;macrophytes
Sagittaria sagittifolia;Species;LC;;macrophytes
Salmo salar;Species;VU;A4b;fish
Chironomus salinarius;Species;NE;;invert
Gammarus salinus;Species;LC;;invert
Sarpa salpa;Species;NA;;fish
Talitrus saltator;Species;DD;;invert
Hincksia sandriana;Species;LC;;macrophytes
Sterna sandvicensis;Breeding;LC;;breeding birds
Eumida sanguinea;Species;LC;;invert
Delesseria sanguinea;Species;LC;;macrophytes
Henricia sanguinolenta;Species;NE;;invert
Haemopis sanguisuga;Species;LC;;invert
Amphichaeta sannio;Species;NE;;invert
Sarda sarda;Species;NA;;fish
Diplodus sargus;Species;NA;;fish
Bathyporeia sarsi;Species;LC;;invert
Bylgides sarsi;Species;LC;;invert
Gitana sarsi;Species;LC;;invert
Leptochiton sarsi;Species;NE;;invert
Luidia sarsi;Species;LC;;invert
Maldane sarsi;Species;NE;;invert
Pusillina sarsi;Species;LC;;invert
Thyasira sarsi;Species;NE;;invert
Corymorpha sarsii;Species;NE;;invert
Ophiura sarsii;Species;LC;;invert
Rissoa sarsii;Species;LC;;invert
Scomberesox saurus;Species;NA;;fish
Acrochaetium savianum;Species;NE;;macrophytes
Littorina saxatilis;Species;LC;;invert
Orthocladius saxicola;Species;NE;;invert
Compsonema saxicola;Species;NE;;macrophytes
Ascidiella scabra;Species;LC;;invert
Philine scabra;Species;LC;;invert
Scrupocellaria scabra;Species;LC;;invert
Parvicardium scabrum;Species;LC;;invert
Polypedilum scalaenum;Species;LC;;invert
Odostomia scalaris;Species;LC;;invert
Scalpellum scalpellum;Species;LC;;invert
Botryllus schlosseri;Species;LC;;invert
Marstoniopsis scholtzi;Species;LC;;invert
Coelogynopora schulzii;Species;NE;;invert
Scomber scombrus;Species;NA;;fish
Abyssoninoe scopa;Species;NE;;invert
Lumbrineris scopa;Species;NE;;invert
Stypocaulon scoparium;Species;DD;;macrophytes
Bodotria scorpioides;Species;LC;;invert
Lebetus scorpioides;Species;DD;;fish
Myoxocephalus scorpius;Species;LC;;fish
Scrupocellaria scruposa;Species;LC;;invert
Pringsheimiella scutata;Species;NE;;macrophytes
Corynoneura scutellata;Species;NE;;invert
Thia scutellata;Species;DD;;invert
Microphthalmus sczelkowii;Species;LC;;invert
Acrochaetium secundatum;Species;NE;;macrophytes
Securiflustra securifrons;Species;LC;;invert
Onoba semicostata;Species;LC;;invert
Lumbricillus semifuscus;Species;LC;;invert
Chironomus semireductus;Species;NE;;invert
Crisilla semistriata;Species;LC;;invert
Sigara semistriata;Species;LC;;invert
Synorthocladius semivirens;Species;NE;;invert
Venerupis senegalensis;Species;NE;;invert
Metridium senile;Species;LC;;invert
Ceraclea senilis;Species;LC;;invert
Callochiton septemvalvis;Species;LC;;invert
Caprella septentrionalis;Species;LC;;invert
Myrionema seriatum;Species;NE;;macrophytes
Cladophora sericea;Species;NE;;macrophytes
Rhodeus sericeus;Species;NA;;fish
Filellum serpens;Species;NE;;invert
Poecilochaetus serpens;Species;LC;;invert
Ophidonais serpentina;Species;LC;;invert
Aeshna serrata;Species;LC;;invert
Erythrops serrata;Species;LC;;invert
Harpinia serrata;Species;LC;;invert
Iphinoe serrata;Species;LC;;invert
Amphilochoides serratipes;Species;LC;;invert
Mergus serrator;Breeding;LC;;breeding birds
Mergus serrator;Wintering;VU;A2b;wintering birds
Diastyloides serratus;Species;NE;;invert
Palaemon serratus;Species;LC;;invert
Fucus serratus;Species;LC;;macrophytes
Vaucheria sescuplicaria;Species;NE;;macrophytes
Ulvella setchellii;Species;NE;;macrophytes
Chaetozone setosa;Species;LC;;invert
Chaetogaster setosus;Species;NE;;invert
Conopeum seurati;Species;LC;;invert
Samytha sexcirrata;Species;NE;;invert
Agraylea sexmaculata;Species;NE;;invert
Streblospio shrubsoli;Species;LC;;invert
Myriophyllum sibiricum;Species;LC;;macrophytes
Aetea sica;Species;LC;;invert
Ectocarpus siliculosus;Species;LC;;macrophytes
Ensis siliqua;Species;NE;;invert
Halidrys siliquosa;Species;LC;;macrophytes
Ceramium siliquosum;Species;NE;;macrophytes
Argentina silus;Species;NA;;fish
Cloeon simile;Species;LC;;invert
Oerstedia similiformis;Species;LC;;invert
Microphthalmus similis;Species;NE;;invert
Tmetonyx similis;Species;NE;;invert
Nais simplex;Species;NE;;invert
Protanthea simplex;Species;NE;;invert
Ulva simplex;Species;NE;;macrophytes
Hydroptila simulans;Species;LC;;invert
Psectrocladius simulans;Species;NE;;invert
Eriocheir sinensis;Species;NA;;invert
Cellaria sinuosa;Species;LC;;invert
Melanella sinuosa;Species;LC;;invert
Stomachetosella sinuosa;Species;NE;;invert
Pasiphaea sivado;Species;LC;;invert
Palmiskenea skenei;Species;LC;;invert
Mesopodopsis slabberi;Species;LC;;invert
Caryophyllia smithii;Species;LC;;invert
Kinetoskias smitti;Species;NE;;invert
Tanytarsus smolandicus;Species;LC;;invert
Solea solea;Species;LC;;fish
Spisula solida;Species;NE;;invert
Sphaerium solidum;Species;LC;;invert
Sphacelaria solitaria;Species;NE;;macrophytes
Acrosiphonia sonderi;Species;NE;;macrophytes
Lithothamnion sonderi;Species;LC;;macrophytes
Polypedilum sordens;Species;LC;;invert
Psectrocladius sordidellus;Species;NE;;invert
Stictyosiphon soriferus;Species;LC;;macrophytes
Mystides southerni;Species;NE;;invert
Branchiura sowerbyi;Species;NA;;invert
Batrachospermum sp.;Species;NE;;macrophytes
Gymnogongrus sp.;Species;NE;;macrophytes
Spirogyra sp.;Species;NE;;macrophytes
Vaucheria sp.;Species;NE;;macrophytes
Zygnema sp.;Species;NE;;macrophytes
Sabella spallanzanii;Species;LC;;invert
Limnephilus sparsus;Species;LC;;invert
Ulothrix speciosa;Species;NE;;macrophytes
Protectocarpus speciosus;Species;LC;;macrophytes
Somateria spectabilis;Wintering;NA;;wintering birds
Meiodiscus spetsbergensis;Species;LC;;macrophytes
Giraudia sphacelarioides;Species;LC;;macrophytes
Isthmoplea sphaerophora;Species;LC;;macrophytes
Cognettia sphagnetorum;Species;NE;;invert
Argentina sphyraena;Species;NA;;fish
Marionina spicula;Species;LC;;invert
Spinachia spinachia;Species;LC;;fish
Etmopterus spinax;Species;NA;;fish
Leucothoe spinicarpa;Species;NE;;invert
Gastrosaccus spinifer;Species;LC;;invert
Phaeostachys spinifera;Species;LC;;invert
Ampelisca spinipes;Species;LC;;invert
Dexamine spinosa;Species;LC;;invert
Endeis spinosa;Species;NE;;invert
Eurynome spinosa;Species;LC;;invert
Pleurogonium spinosissimum;Species;NE;;invert
Apseudes spinosus;Species;NE;;invert
Pontophilus spinosus;Species;NE;;invert
Halicryptus spinulosus;Species;LC;;invert
Fucus spiralis;Species;LC;;macrophytes
Schistomysis spiritus;Species;LC;;invert
Anisus spirorbis;Species;NA;;invert
Ulvaria splendens;Species;NE;;macrophytes
Dipurena spongicola;Species;NE;;invert
Cladostephus spongiosus;Species;LC;;macrophytes
Lestes sponsa;Species;LC;;invert
Sprattus sprattus;Species;LC;;fish
Amphipholis squamata;Species;DD;;invert
Onchnesoma squamatum;Species;LC;;invert
Lepidonotus squamatus;Species;LC;;invert
Psolus squamatus;Species;LC;;invert
Galathea squamifera;Species;LC;;invert
Lepton squamosum;Species;NE;;invert
Heteranomia squamula;Species;LC;;invert
Squatina squatina;Species;NA;;fish
Endochironomus stackelbergi;Species;NE;;invert
Helobdella stagnalis;Species;LC;;invert
Holocentropus stagnalis;Species;NE;;invert
Lymnaea stagnalis;Species;LC;;invert
Fabricia stellaris;Species;LC;;invert
Scyliorhinus stellaris;Species;NA;;fish
Elachista stellaris;Species;LC;;macrophytes
Upogebia stellata;Species;DD;;invert
Gavia stellata;Wintering;CR;A2b;wintering birds
Acipenser stellatus;Species;NA;;fish
Mastocarpus stellatus;Species;NA;;macrophytes
Polysticta stelleri;Wintering;EN;A1a, B2ab(ii,iv,v), C1,2a(ii);wintering birds
Pawlowskiella stenosa;Species;NE;;invert
Stictochironomus sticticus;Species;LC;;invert
Limnephilus stigma;Species;LC;;invert
Apatania stigmatella;Species;LC;;invert
Acrochaetium stilophorae;Species;NE;;macrophytes
Prasiola stipitata;Species;NE;;macrophytes
Echinogammarus stoerensis;Species;NE;;invert
Myrionema strangulans;Species;LC;;macrophytes
Symphyocarpus strangulans;Species;NE;;macrophytes
Parapoynx stratiotata;Species;NE;;invert
Anas strepera;Breeding;LC;;breeding birds
Anas strepera;Wintering;LC;;wintering birds
Alboglossiphonia striata;Species;NE;;invert
Sigara striata;Species;LC;;invert
Chamelea striatula;Species;LC;;invert
Palliolum striatum;Species;LC;;invert
Polysiphonia stricta;Species;LC;;macrophytes
Colaconema strictum;Species;LC;;macrophytes
Galathea strigosa;Species;LC;;invert
Sympetrum striolatum;Species;LC;;invert
Terebellides stroemi;Species;LC;;invert
Verruca stroemia;Species;LC;;invert
Mactra stultorum;Species;NE;;invert
Acipenser sturio;Species;NE;;fish
Agabus sturmii;Species;LC;;invert
Pelseneeria stylifera;Species;NE;;invert
Ilybius subaeneus;Species;LC;;invert
Limatula subauriculata;Species;NE;;invert
Limnephilus subcentralis;Species;LC;;invert
Pseudolithoderma subextensum;Species;LC;;macrophytes
Ulothrix subflaccida;Species;NE;;macrophytes
Sahlingia subintegra;Species;NE;;macrophytes
Pseudendoclonium submarinum;Species;NE;;macrophytes
Wormaldia subnigra;Species;LC;;invert
Kellia suborbicularis;Species;LC;;invert
Modiolarca subpicta;Species;LC;;invert
Pneophyllum subplanum;Species;NE;;macrophytes
Halonema subsimplex;Species;NE;;macrophytes
Vaucheria subsimplex;Species;NE;;macrophytes
Alvania subsoluta;Species;LC;;invert
Montacuta substriata;Species;LC;;invert
Callianassa subterranea;Species;LC;;invert
Spisula subtruncata;Species;LC;;invert
Pisidium subtruncatum;Species;LC;;invert
Alitta succinea;Species;LC;;invert
Aricidea suecica;Species;LC;;invert
Astarte sulcata;Species;LC;;invert
Nucula sulcata;Species;LC;;invert
Sosane sulcata;Species;LC;;invert
Heptagenia sulphurea;Species;LC;;invert
Cheirocratus sundevalli;Species;LC;;invert
Pisidium supinum;Species;LC;;invert
Cryptochironomus supplicans;Species;LC;;invert
Mullus surmuletus;Species;NA;;fish
Rhantus suturellus;Species;LC;;invert
Atylus swammerdami;Species;LC;;invert
Cricotopus sylvestris;Species;LC;;invert
Vaucheria synandra;Species;NE;;macrophytes
Nitella syncarpa;Species;NE;;macrophytes
Calycella syringa;Species;LC;;invert
Schoenoplectus tabernaemontani;Species;LC;;macrophytes
Tadorna tadorna;Breeding;LC;;breeding birds
Cobitis taenia;Species;LC;;fish
Gari tellinella;Species;LC;;invert
Calidris temminckii;Breeding;NT;A2a-c;breeding birds
Ilyodrilus templetoni;Species;NE;;invert
Endochironomus tendens;Species;LC;;invert
Tellimya tenella;Species;LC;;invert
Stilophora tenella;Species;LC;;macrophytes
Halecium tenellum;Species;NE;;invert
Ecnomus tenellus;Species;NE;;invert
Microchironomus tener;Species;LC;;invert
Sertularia tenera;Species;NE;;invert
Ulothrix tenerrima;Species;NE;;macrophytes
Trididemnum tenerum;Species;NE;;invert
Bithynia tentaculata;Species;LC;;invert
Cirriformia tentaculata;Species;LC;;invert
Phymatolithon tenue;Species;NE;;macrophytes
Stigeoclonium tenue;Species;NE;;macrophytes
Ceramium tenuicorne;Species;LC;;macrophytes
Ampelisca tenuicornis;Species;LC;;invert
Pisidium tenuilineatum;Species;NE;;invert
Synchelidium tenuimanum;Species;NE;;invert
Bathyporeia tenuipes;Species;NE;;invert
Deflexilodes tenuirostratus;Species;NE;;invert
Apistobranchus tenuis;Species;NE;;invert
Ennucula tenuis;Species;LC;;invert
Haploops tenuis;Species;EN;B1ab(i,iii)+2ab(ii,iii);invert
Lafoeina tenuis;Species;NE;;invert
Petaloproctus tenuis;Species;LC;;invert
Polycelis tenuis;Species;NE;;invert
