Country;MYEAR;PARGROUP;PARAM;BASIS;QFLAG;Value;MUNIT;VFLAG;DETLI;LMQNT;EqualDET;EqualLM
Poland;2008;OC-CB;CB118;W;;2.32;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;2.92;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;4.18;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;2.02;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.36;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.5;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.98;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.9;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;3.38;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;4.93;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;2.19;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.4;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.44;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.4;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.84;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;3.64;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;4.58;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;1.26;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;1.1;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.5;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.09;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.13;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;0.7;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;2.26;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.88;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.26;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.36;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.17;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.3;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.93;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;2.68;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.8;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.2;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;;1.2;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.33;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.93;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;2.25;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;1;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.17;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.25;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;0.73;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;0.81;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.23;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;1.73;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.54;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.34;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.48;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.69;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.78;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;2.56;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;3.99;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;1.12;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.3;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.4;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.25;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.13;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.96;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;2.48;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;1.32;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.28;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.44;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.28;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.61;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;2.29;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;2.99;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.98;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.24;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.36;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.18;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.24;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;2.16;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;2.89;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.93;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;;0.78;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;0.86;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.51;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;1.65;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;1.03;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.22;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.28;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;0.75;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;0.84;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.28;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;1.61;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.85;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.33;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.42;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;0.94;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.4;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;1.72;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;1.01;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;;0.32;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;0.47;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.08;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;1.47;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.61;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.16;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;;0.3;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB101;W;;1.16;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB118;W;;1.04;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB138;W;;1.53;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB153;W;;1.68;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB180;W;;0.57;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB28;W;;0.15;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB28;W;;0.13;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB28;W;;0.5;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB28;W;;0.46;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB28;W;;0.29;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB28;W;;0.26;ug/kg;A;0.01;;FALSE;FALSE
Poland;2008;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2008;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB28;W;;0.3;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.11;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.15;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.1;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.03;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.19;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.02;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.36;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.24;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.37;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.28;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.11;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.28;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.07;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.6;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.22;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.36;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.44;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.07;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.34;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.62;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.22;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.27;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.42;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.12;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.2;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.06;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.1;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.042;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.026;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.051;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.014;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.027;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.011;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;1.36;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.22;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.06;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.28;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.13;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.23;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.04;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.55;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.2;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.14;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.2;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.06;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.4;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.04;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.81;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.24;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.07;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.26;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.32;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.04;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;1.45;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.3;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.23;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.37;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.12;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.43;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.55;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.09;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.4;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.37;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.04;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.06;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.14;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB28;W;;0.79;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.37;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.55;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;1.18;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.11;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.15;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.16;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.47;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.08;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.32;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.4;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;1.74;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.37;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.22;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB153;W;;0.13;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB28;W;;0.52;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.27;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB153;W;;0.21;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB28;W;;0.37;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.12;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB153;W;;0.09;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB28;W;;0.44;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.2;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB153;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB28;W;;0.45;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.25;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.84;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.08;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.05;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.11;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.63;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.35;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB118;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB138;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB153;W;;0.17;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;<;0.01;ug/kg;A;0.01;;TRUE;FALSE
Poland;2007;OC-CB;CB28;W;;0.73;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.43;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.86;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;1.98;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB138;W;;0.42;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB153;W;;0.2;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB180;W;;0.04;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB28;W;;0.1;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB52;W;;0.07;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB101;W;;0.09;ug/kg;A;0.01;;FALSE;FALSE
Poland;2007;OC-CB;CB118;W;;0.119;ug/kg;A;0.01;;FALSE;FALSE
