No;Group;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;Valid taxon name;Kattegat;The Sound;Little Belt;Great Belt;Kiel Bay;Bay of Mecklenburg;Arkona Basin;Bornholm Basin;Eastern Gotland Basin;Western Gotland Basin;Northern Baltic Proper;Aland Sea;Archipelago Sea;Bothnian Sea;The Quark;Bothnian Bay;Gulf of Finland;Gulf of Gdansk;Gulf of Riga;Warnow Estuary;Wismar Bay;Trave Estuary;Kiel Fjord;Eckernförde Bay;Schlei Estuary;Flensburg Fjord;Vistula Lagoon;Szczecin Lagoon;Greifswald Lagoon;Rugia Lagoons;Darss-Zingst Lagoon;Curonian Lagoon
1498;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Crangonidae;Pontophilus;;spinosus;;Pontophilus spinosus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1499;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Pontoporeia;;femorata;;Pontoporeia femorata;;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;;X;;X;X;;X;;;;;;
1500;Echinodermata;Animalia;Echinodermata;Asteroidea;Valvatida;Poraniidae;Porania;Porania;pulvillus;;Porania (Porania) pulvillus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1501;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bryocryptellidae;Porella;;compressa;;Porella compressa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1502;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bryocryptellidae;Porella;;concinna;;Porella concinna;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1503;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bryocryptellidae;Porella;;laevis;;Porella laevis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1504;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bryocryptellidae;Porella;;patula;;Porella patula;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1505;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Potamanthidae;Potamanthus;;luteus;;Potamanthus luteus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1506;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Potamilla;;neglecta;;Potamilla neglecta;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1507;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Potamilla;;reniformis;;Potamilla reniformis;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Hydrobiidae;Potamopyrgus;;antipodarum;;Potamopyrgus antipodarum;;X;X;X;;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;;;X;;X;X;X;X;X;X
1509;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Potamothrix;;bavaricus;;Potamothrix bavaricus;;;;;;;;;;;;;X;X;;;;;X;;;;;;;;;X;X;;X;
1510;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Potamothrix;;bedoti;;Potamothrix bedoti;;;;;;;;;;;;;;X;;;X;;;;;;;;;;;;;;;
1511;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Potamothrix;;hammoniensis;;Potamothrix hammoniensis;;;;;;;;;;;;;X;X;X;X;X;;X;;;;;;;;;X;X;;X;X
1512;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Potamothrix;;heuscheri;;Potamothrix heuscheri;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;
1513;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Potamothrix;;moldaviensis;;Potamothrix moldaviensis;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;X;
1514;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Potamothrix;;vejdovskyi;;Potamothrix vejdovskyi;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1515;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Potthastia;;longimanus;;Potthastia longimanus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1516;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Praunus;;flexuosus;;Praunus flexuosus;X;X;X;;X;X;X;X;X;X;X;X;;X;X;;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X
1517;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Praunus;;inermis;;Praunus inermis;X;X;X;X;X;X;X;X;X;X;X;;;X;X;;X;X;X;X;X;;X;X;;X;;;;X;X;
1518;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Praunus;;neglectus;;Praunus neglectus;X;X;;;;;;;X;X;X;;;X;X;;;;;;X;;;X;X;;;;;;;
1519;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Praxillella;;affinis;;Praxillella affinis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1520;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Praxillella;;praetermissa;;Praxillella praetermissa;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1521;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Praxillura;;longissima;;Praxillura longissima;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1522;Priapulida;Animalia;Cephalorhyncha;Priapulida;;Priapulidae;Priapulus;;caudatus;;Priapulus caudatus;X;X;X;X;X;X;X;X;X;;;;;;;;;X;;;X;;X;X;;X;;;;;;
1523;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Prionospio;Prionospio;dubia;;Prionospio (Prionospio) dubia;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1524;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Prionospio;Prionospio;steenstrupi;;Prionospio (Prionospio) steenstrupi;X;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1525;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Prionospio;;banyulensis;;Prionospio banyulensis;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1526;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Prionospio;;cirrifera;;Prionospio cirrifera;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1527;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Prionospio;;fallax;;Prionospio fallax;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;
1528;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Prionospio;;malmgreni;;Prionospio malmgreni;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;X;;;;;;
1529;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Pristina;;aequiseta;;Pristina aequiseta;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1530;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Pristina;;bilobata;;Pristinella bilobata;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1531;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Pristina;;foreli;;Pristina foreli ;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1532;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Pristina;;longiseta;;Pristina longiseta;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1533;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Pristina;;rosea;;Pristinella rosea;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1534;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Asellidae;Proasellus;;coxalis;;Proasellus coxalis;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
1535;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Proceraea;;cornuta;;Proceraea cornuta;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1536;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Proceraea;;prismatica;;Proceraea prismatica;;;;;X;;;;;;;;;;;;;;;;;;;;;X;;;;;;
1537;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Seriata;Procerodidae;Procerodes;;littoralis;;Procerodes littoralis;;X;;;X;X;X;X;X;X;;;;;X;;X;X;;;;;X;;X;;;;;;;X
1538;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Seriata;Procerodidae;Procerodes;;ulvae;;Procerodes ulvae;;;;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;
1539;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Processidae;Processa;;canaliculata;;Processa canaliculata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1540;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Processidae;Processa;;nouveli;holthuisi;Processa nouveli holthuisi;X;;;;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;
1541;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Procladius;Holotanypus;ferrugineus;;Procladius (Holotanypus) ferrugineus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1542;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Procladius;Psilotanypus; imicola;;Procladius (Psilotanypus) imicola;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1543;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Procladius;;choreus;;Procladius choreus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;;;;X
1544;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;Procloeon;;bifidum;;Procloeon bifidum;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1545;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Prodiamesa;;olivacea;;Prodiamesa olivacea ;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1546;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Enchytraeidae;Propappus;;glandulosus;;Propappus glandulosus;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;
1547;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Propappidae;Propappus;;volki;;Propappus volki;;;;;;;;;;;;;;;;;X;;;;;;X;;;;;;;;;
1548;Gastropoda;Animalia;Mollusca;Gastropoda;Neogastropoda;Conidae;Propebela;;turricula;;Propebela turricula;X;X;;;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;
1549;Nemertea;Animalia;Nemertea;Enopla;Hoplonemertea;Tetrastemmatidae;Prostoma;;graecense;;Prostoma graecense;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;
1550;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Gonactiniidae;Protanthea;;simplex;;Protanthea simplex;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1551;Polychaeta;Animalia;Annelida;Polychaeta;Eunicida;Dorvilleidae;Protodorvillea;;kefersteini;;Protodorvillea kefersteini;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1552;Polychaeta;Animalia;Annelida;Polychaeta;Polychaeta incertae sedis;Protodrilidae;Protodriloides;;chaetifer;;Protodriloides chaetifer;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1553;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Protohydridae;Protohydra;;leuckarti;;Protohydra leuckarti;;;;;;;;;;;;;;;;;X;;;;X;;;;X;;;;X;;;
1554;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;Protomedeia;;fasciata;;Protomedeia fasciata;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1555;Echinodermata;Animalia;Echinodermata;Echinoidea;Echinoida;Echinidae;Psammechinus;;miliaris;;Psammechinus miliaris;X;X;X;X;X;;;;;;;;;;;;;;;;;;X;X;;X;;;;;;
1556;Polychaeta;Animalia;Annelida;Polychaeta;;Psammodrilidae;Psammodrilus;;balanoglossoides;;Psammodrilus balanoglossoides;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1557;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Psammoryctides;;albicola;;Psammoryctides albicola;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;X;;;;
1558;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Psammoryctides;;barbatus;;Psammoryctides barbatus;;;;;;;;;;;;;X;X;X;X;X;;X;;;;;;;;;X;;;X;X
1559;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;;barbimanus;;Psectrocladius barbimanus;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;;;;;
1560;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;;bisetus;;Psectrocladius bisetus ;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1561;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;;limbatellus;;Psectrocladius limbatellus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1562;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;;obvius;;Psectrocladius obvius;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;
1563;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;;psilopterus;;Psectrocladius psilopterus;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;X
1564;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;;simulans;;Psectrocladius simulans;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1565;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrocladius;;sordidellus;;Psectrocladius sordidellus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1566;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Psectrotanypus;;varius;;Psectrotanypus varius;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;
1567;Bivalvia;Animalia;Mollusca;Bivalvia;Ostreoida;Pectinidae;Pseudamussium;;peslutrae;;Pseudamussium peslutrae;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1568;Bivalvia;Animalia;Mollusca;Bivalvia;Unionoida;Unionidae;Pseudanodonta;;complanata;;Pseudanodonta complanata;;;;;;;;;;;;;;;;X;;;;;;;;;;;X;X;;;;X
1569;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Bopyridae;Pseudione;;borealis;;Pseudione borealis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1570;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Bopyridae;Pseudione;;callianassae;;Pseudione callianassae;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1571;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Pseudochironomus;;prasinatus;;Pseudochironomus prasinatus;;;;;X;;;;;;;;;X;;;X;;;;;;;;;;X;;;;;X
1572;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Pseudocumatidae;Pseudocuma;Pseudocuma;longicorne;;Pseudocuma (Pseudocuma) longicorne;;;;;X;;;;;;;;;;;;;;;;;;X;X;;;;;;;;
1573;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Pseudocumatidae;Pseudocuma;Stenocuma;graciloides;;Pseudocuma (Stenocuma) graciloides;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1574;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Pseudomma;;affine;;Pseudomma affine;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1575;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Seriata;Monocelididae;Pseudomonocelis;;agilis;;Pseudomonocelis agilis;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;
1576;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Pseudopolydora;;antennata;;Pseudopolydora antennata;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;X;;;;;;;;
1577;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Pseudopolydora;;paucibranchiata;;Pseudopolydora paucibranchiata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1578;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Pseudopolydora;;pulchra;;Pseudopolydora pulchra;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;X;X;;X;;;;;;
1579;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Pseudopotamilla;;reniformis;;Pseudopotamilla reniformis;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1580;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Pseudoprotella;;phasma;;Pseudoprotella phasma;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1581;Echinodermata;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Pseudothyone;;raphanus;;Pseudothyone raphanus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1582;Echinodermata;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Psolidae;Psolus;;phantapus;;Psolus phantapus;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1583;Echinodermata;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Psolidae;Psolus;;squamatus;;Psolus squamatus;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1584;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Psychomyiidae;Psychomyia;;pusilla;;Psychomyia pusilla;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1585;Gastropoda;Animalia;Mollusca;Gastropoda;;Fissurellidae;Puncturella;;noachina;;Puncturella noachina;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1586;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Rissoidae;Pusillina;;inconspicua;;Pusillina inconspicua;;;X;;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;X;X;;;;X;;
1587;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Rissoidae;Pusillina;;sarsi;;Pusillina sarsi;X;X;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1588;Pycnogonida;Animalia;Arthropoda;Pycnogonida;Pantopoda;Pycnogonidae;Pycnogonum;;litorale;;Pycnogonum litorale;X;X;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1589;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Pygospio;;elegans;;Pygospio elegans;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;
1590;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Electridae;Pyripora;;catenularia;;Pyripora catenularia;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1591;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;;ampla;;Radix ampla;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
1592;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;;auricularia;;Radix auricularia;;;;;;;;;;;;;X;X;;;X;;;X;;;;;X;;X;X;;;X;X
1593;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;;balthica;;Radix balthica;;;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;X;;X;X;X;X;X;X
1594;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;;labiata;;Radix labiata;;;;;;;;;;;X;;;;X;X;;;;;;;;;;;X;;;;;X
1595;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Romancheinidae;Ragionula;;rosacea;;Ragionula rosacea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1596;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Nepidae;Ranatra;;linearis;;Ranatra linearis;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1597;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Turridae;Raphitoma;;leufroyi;;Raphitoma leufroyi;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1598;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Turridae;Raphitoma;;linearis;;Raphitoma linearis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1599;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Rathkeidae;Rathkea;;octopunctata;;Rathkea octopunctata;;;;;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;
1600;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Phidoloporidae;Reteporella;;beaniana;;Reteporella beaniana;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1601;Gastropoda;Animalia;Mollusca;Gastropoda;Cephalaspidea;Retusidae;Retusa;;obtusa;;Retusa obtusa;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;X;X;X;;X;;;;;;
1602;Gastropoda;Animalia;Mollusca;Gastropoda;Cephalaspidea;Retusidae;Retusa;;truncatula;;Retusa truncatula;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;X;X;X;X;;;;;;
1603;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Dytiscidae;Rhantus;;exsoletus;;Rhantus exsoletus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1604;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Dytiscidae;Rhantus;;suturellus;;Rhantus suturellus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1605;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Rheotanytarsus;;curtistylus;;Rheotanytarsus curtistylus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1606;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Rheotanytarsus;;exiguus;;Rheotanytarsus exiguus;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
1607;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Panopeidae;Rhithropanopeus;;harrisii;;Rhithropanopeus harrisii;;;;;;X;X;X;;;;;;;;;;X;;X;;X;;;X;;X;X;X;X;X;X
1608;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Rhizocaulus;;verticillatus;;Rhizocaulus verticillatus;;X;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
1609;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Rhodine;;gracilior;;Rhodine gracilior;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
1610;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Rhodine;;loveni;;Rhodine loveni;X;X;;;X;X;X;;;;;;;;;;;;;;;;;;;X;;;;;;
1611;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Rhyacodrilus;;coccineus;;Rhyacodrilus coccineus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1612;Oligochaeta;Animalia;Annelida;Clitellata;Lumbriculida;Lumbriculidae;Rhynchelmis;;limosella;;Rhynchelmis limosella;;;;;;;;;;;;;;;;;;;X;;;;;;;;;X;;;;
1613;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Ripistes;;parasita;;Ripistes parasita;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1614;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Rissoidae;Rissoa;;membranacea;;Rissoa membranacea;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;X;X;;;X;X;;
1615;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Rissoidae;Rissoa;;parva;;Rissoa parva;X;;X;;X;X;;;;;;;;;;;;;;;X;;;;;;;;;;;
1616;Gastropoda;Animalia;Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Rissoa;;sarsii;;Rissoa sarsii;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1617;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Rissoidae;Rissoa;;violacea;;Rissoa violacea;;;;X;;X;;;;;;;;;;;;;;;X;;X;;;;;;;;;
1618;Gastropoda;Animalia;Mollusca;Gastropoda;Cephalaspidea;Cylichnidae;Roxania;;utriculus;;Roxania utriculus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1619;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Sabella;;pavonina;;Sabella pavonina;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1620;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Sabella;;spallanzanii;;Sabella spallanzanii;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1621;Polychaeta;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Sabellides;;octocirrata;;Sabellides octocirrata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1622;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetiliidae;Saduria;;entomon;;Saduria entomon;;X;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;
1623;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartia;;elegans;;Sagartia elegans;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1624;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartia;;troglodytes;;Sagartia troglodytes;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1625;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartiogeton;;laceratus;;Sagartiogeton laceratus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1626;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartia;;undatus;;Sagartiogeton undatus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1627;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartiogeton;;viduatus;;Sagartiogeton viduatus;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1628;Polychaeta;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Samytha;;sexcirrata;;Samytha sexcirrata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1629;Anthozoa;Animalia;Cnidaria;Anthozoa;Alcyonacea;Clavulariidae;Sarcodictyon;;roseum;;Sarcodictyon roseum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
